State,County_x,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",Economic_typology_2015,POP_ESTIMATE_2018,N_POP_CHG_2018,Births_2018,Youth_rate,Deaths_2018,NATURAL_INC_2018,INTERNATIONAL_MIG_2018,DOMESTIC_MIG_2018,NET_MIG_2018,RESIDUAL_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,POVALL_2018,PCTPOVALL_2018,POV017_2018,PCTPOV017_2018,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,have_confirmed_18,GEOID,AWATER,COUNTYFIPS,TotalHospitalsInCounty,TotalBedsInCounty,AREA,ATH,CTF,CTH,LEVEL 1,LEVEL 1 PEDIATRIC,LEVEL 3,LEVEL I,LEVEL I PEDIATRIC,"LEVEL I, LEVEL I PEDIATRIC","LEVEL I, LEVEL II PEDIATRIC","LEVEL I, LEVEL PEDIATRIC",LEVEL II,LEVEL II PEDIATRIC,"LEVEL II, LEVEL II PEDIATRIC","LEVEL II, LEVEL III PEDIATRIC","LEVEL II, LEVEL PEDIATRIC",LEVEL III,LEVEL III PEDIATRIC,"LEVEL III, LEVEL III PEDIATRIC",LEVEL IV,LEVEL PEDIATRIC,LEVEL V,NOT AVAILABLE,NOT DESIGNATED,PARC,REGIONAL TRAUMA CENTER,RPTC,RTC,RTH,TRAUMA SYSTEM HOSPITAL,TRF,TRH,UNCLASSIFIED,CHILDREN,CHRONIC DISEASE,CRITICAL ACCESS,GENERAL ACUTE CARE,LONG TERM CARE,MILITARY,PSYCHIATRIC,REHABILITATION,SPECIAL,WOMEN,NoOfAirports
CT,Hartford,1,1,65170,167539,154744,234993,10.5,26.9,24.9,37.8,0,892697,-234,9213,0.087168435,8316,897,5404,-6564,-1160,29,26012,10.31905862,9.31437007,1.004688547,6.05277247,-7.35203525,-1.29926278,96957,11.2,28641,15.5,1,480319,459939,20380,4.2,73037,95.6407,TRUE,9003,40543777,9003,12,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,4,0,6,0,1,0,0,0,0,11
CT,Litchfield,4,3,9986,39969,37527,47270,7.4,29.7,27.8,35.1,0,181111,-599,1396,0.066014764,1822,-426,286,-452,-166,-7,2474,7.695254685,10.04352008,-2.348265398,1.576534986,-2.49158676,-0.915051775,12441,6.9,2643,8.1,0,105014,101000,4014,3.8,76304,99.9188,TRUE,9005,62334525,9005,3,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
CT,Middlesex,1,1,6918,30998,31549,49327,5.8,26.1,26.6,41.5,0,162682,-173,1269,0.069675809,1536,-267,284,-181,103,-9,4656,7.796348802,9.436715335,-1.640366533,1.744809346,-1.112008773,0.632800573,10556,6.7,2314,8.1,1,93078,89811,3267,3.5,88709,116.163,FALSE,9007,180679140,9007,1,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
CT,New Haven,2,2,59205,183897,144784,207966,9.9,30.9,24.3,34.9,0,857620,-174,8651,0.085677806,7918,733,4235,-5155,-920,13,29659,10.08619494,9.231590741,0.854604195,4.93758358,-6.010210946,-1.072627366,96563,11.6,28530,16.7,1,458747,438576,20171,4.4,67720,88.6782,TRUE,9009,667081242,9009,10,1047,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,3
CT,New London,2,2,15250,56020,54206,62745,8.1,29.8,28.8,33.3,0,266784,-1042,2581,0.083179651,2572,9,528,-1578,-1050,-1,11134,9.655636819,9.621967416,0.033669404,1.975271693,-5.903368811,-3.928097118,25063,9.8,6388,12.5,1,137463,132032,5431,4,67790,88.7699,FALSE,9011,276657755,9011,2,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9
CT,Tolland,1,1,5215,26390,24811,39454,5.4,27.5,25.9,41.2,4,150921,-12,1156,0.063337773,1060,96,379,-486,-107,-1,15020,7.659331995,7.023262902,0.636069093,2.511147773,-3.220099783,-0.70895201,10835,8,1652,6.4,1,86499,83402,3097,3.6,89584,117.3087,FALSE,9013,17549693,9013,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3
CT,Windham,2,2,9192,26705,25534,19554,11.4,33,31.5,24.1,0,117027,653,1071,0.079972998,1052,19,521,122,643,-9,4693,9.177338572,9.014528644,0.162809928,4.464419604,1.045411117,5.509830721,13135,11.7,3351,14.8,1,63426,60560,2866,4.5,65182,85.3547,FALSE,9015,21477921,9015,2,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11
DE,Kent,3,2,14930,38490,35280,27357,12.9,33.2,30.4,23.6,4,178550,2105,2135,0.101932232,1733,402,176,1527,1703,0,4643,12.02833843,9.763517796,2.264820631,0.991563262,8.60293807,9.594501331,23966,13.8,7848,19.6,1,78124,74885,3239,4.1,54980,83.9812,TRUE,10001,550433497,10001,2,288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,39
DE,New Castle,1,1,32485,116387,94982,136613,8.5,30.6,25,35.9,0,559335,2916,6308,0.09661473,4813,1495,1544,-95,1449,-28,17474,11.30715194,8.627349756,2.679802179,2.76763516,-0.170288433,2.597346727,62976,11.6,18240,15.5,1,298915,287977,10938,3.7,69562,106.2551,TRUE,10003,175376290,10003,10,1017,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,1,0,0,6
DE,Sussex,2,2,20067,53680,46446,43262,12.3,32.8,28.4,26.5,5,229286,5072,2266,0.081226067,2761,-495,100,5426,5526,41,2843,9.993384785,12.17640573,-2.183020948,0.441014333,23.92943771,24.37045204,27750,12.3,8943,21.6,1,105426,101475,3951,3.7,59821,91.3758,TRUE,10005,674175861,10005,3,476,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13
DC,District of Columbia,1,1,45805,83572,77255,280349,9.4,17.2,15.9,57.6,4,702455,6764,9788,0.111595761,5684,4104,3592,-936,2656,4,39629,14.001399,8.130767459,5.870631536,5.13823306,-1.338915964,3.799317096,107806,16.1,30803,24.5,1,404610,382140,22470,5.6,82533,100,TRUE,11001,18687198,11001,15,3305,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,1,2,1,0,0,
FL,Alachua,2,2,12112,34631,44794,67724,7.6,21.7,28.1,42.5,4,269956,3136,2813,0.087621686,2001,812,1697,634,2331,-7,14487,10.48109454,7.455623947,3.025470587,6.322935452,2.362251666,8.685187117,50922,19.8,10092,21.1,1,137339,132846,4493,3.3,51026,92.0499,TRUE,12001,242877007,12001,6,1765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,9
FL,Baker,1,1,2886,7986,5295,2492,15.5,42.8,28.4,13.4,4,28355,125,320,0.098994886,262,58,7,61,68,-1,2724,11.31041796,9.260404701,2.050013254,0.247415393,2.156048423,2.403463816,3944,15.4,1432,21.7,1,11869,11467,402,3.4,52804,95.2573,FALSE,12003,9686120,12003,2,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9
FL,Bay,3,2,12371,40148,46118,29167,9.7,31.4,36.1,22.8,5,185287,1241,2253,0.101296907,1996,257,430,554,984,0,3841,12.20037202,10.80867402,1.391698007,2.328521957,3.000002708,5.328524665,24276,13.4,8000,20.5,1,89251,85703,3548,4,51777,93.4047,FALSE,12005,711267987,12005,5,752,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,5
FL,Bradford,6,4,4229,7745,5458,2056,21.7,39.7,28,10.6,0,27732,599,292,0.090400981,351,-59,8,644,652,6,3930,10.64430876,12.79504238,-2.150733619,0.291624898,23.47580425,23.76742914,4618,19.5,1384,26,0,11304,10933,371,3.3,45075,81.3144,FALSE,12007,16905201,12007,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
FL,Brevard,2,2,34234,122135,145319,125088,8,28.6,34.1,29.3,0,596849,8584,5230,0.071213992,7377,-2147,1783,8920,10703,28,6717,8.826155121,12.44943524,-3.623280123,3.008993228,15.05340415,18.06239737,64854,11,17698,16.5,1,276558,266812,9746,3.5,57612,103.9309,TRUE,12009,1403367455,12009,11,1768,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,0,0,10
FL,Broward,1,1,150125,368264,396859,429460,11.2,27.4,29.5,31.9,0,1951260,16789,21943,0.092023616,16035,5908,21244,-10337,10907,-26,16295,11.2941426,8.253273322,3.040869273,10.93436473,-5.32049182,5.613872911,244310,12.6,70489,17.3,1,1036212,1001293,34919,3.4,57200,103.1876,TRUE,12011,310052487,12011,27,6715,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,7,2,0,0,4
FL,Calhoun,6,6,2259,4312,2704,1019,21.9,41.9,26.3,9.9,4,14587,150,127,0.0793172,156,-29,3,177,180,-1,1887,8.75137817,10.74972437,-1.998346196,0.206725469,12.19680265,12.40352812,2697,21.3,846,29.3,0,5082,4873,209,4.1,38323,69.1339,FALSE,12013,18074799,12013,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27
FL,Charlotte,3,2,14096,49114,48348,33662,9.7,33.8,33.3,23.2,5,184998,3461,1031,0.045562655,2802,-1771,379,4820,5199,33,3171,5.625656486,15.28912655,-9.663470064,2.068015333,26.30035331,28.36836864,20243,11.1,4323,20,1,70953,68108,2845,4,52724,95.113,TRUE,12015,458736687,12015,4,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,8
FL,Citrus,3,2,13556,43548,36497,20044,11.9,38.3,32.1,17.6,0,147929,2417,1072,0.058311758,2599,-1527,74,3855,3929,15,2250,7.306409125,17.71395272,-10.40754359,0.504360331,26.27444699,26.77880732,22082,15.2,5257,24.5,1,47799,45314,2485,5.2,41556,74.9662,TRUE,12017,495547943,12017,2,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
FL,Clay,1,1,12535,44514,50035,33943,8.9,31.6,35.5,24.1,0,216072,3895,2199,0.081708875,1820,379,444,3068,3512,4,1250,10.26972626,8.499727962,1.769998295,2.073560008,14.32811285,16.40167286,18846,8.8,5973,12.1,1,106276,102789,3487,3.3,62835,113.3531,TRUE,12019,100402899,12019,3,416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,43
FL,Collier,2,2,37344,69842,68204,99320,13.6,25.4,24.8,36.2,5,378488,6143,3201,0.070364186,3772,-571,2915,3796,6711,3,4550,8.526529868,10.04750724,-1.520977368,7.76470933,10.11143623,17.87614556,39689,10.6,11752,18.5,1,177351,171255,6096,3.4,70649,127.4494,TRUE,12021,799432008,12021,6,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,10
FL,Columbia,4,3,6365,17263,16742,7444,13.3,36.1,35,15.6,4,70503,678,784,0.09358467,845,-61,34,704,738,1,4988,11.17382133,12.04321304,-0.869391711,0.484578986,10.03363548,10.51821447,11340,17.3,3973,26.4,0,29540,28434,1106,3.7,46195,83.3348,FALSE,12023,9755973,12023,3,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,42
FL,DeSoto,6,5,7083,11171,4698,2966,27.3,43.1,18.1,11.4,0,37489,237,380,0.083811251,344,36,232,-33,199,2,3575,10.16844838,9.205121687,0.963326688,6.208105324,-0.883049464,5.32505586,9013,26.1,2311,34.5,0,13955,13419,536,3.8,37233,67.1676,FALSE,12027,6243548,12027,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
FL,Dixie,6,7,2557,5533,3122,1158,20.7,44.7,25.2,9.4,4,16700,64,147,0.075868263,228,-81,-3,146,143,2,1761,8.819294456,13.67890569,-4.859611231,-0.179985601,8.759299256,8.579313655,3679,24.7,935,31.1,0,5773,5529,244,4.2,37148,67.0142,FALSE,12029,410630401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
FL,Duval,1,1,65724,175335,204368,183280,10.5,27.9,32.5,29.2,0,950181,12539,13068,0.110713643,8701,4367,4159,3999,8158,14,20814,13.84451826,9.218025207,4.626493056,4.406133414,4.236625997,8.642759411,134476,14.5,46040,21.8,1,487844,470411,17433,3.6,55733,100.5412,TRUE,12031,402807900,12031,15,4071,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,2,1,0,0,17
FL,Escambia,2,2,19107,56941,77373,55164,9.2,27.3,37.1,26.4,0,315534,2276,3888,0.101729132,3453,435,334,1503,1837,4,17839,12.36656955,10.98296416,1.383605389,1.062354483,4.780595173,5.842949656,43832,14.7,15792,24.4,1,145298,140151,5147,3.5,50644,91.3607,TRUE,12033,563927612,12033,7,277,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,10
FL,Flagler,2,2,6500,27619,27435,19894,8,33.9,33.7,24.4,0,112067,2130,796,0.05952689,1319,-523,160,2482,2642,11,684,7.171041963,11.88266878,-4.711626818,1.44141547,22.35995748,23.80137295,11450,10.3,3423,18.4,1,47077,45173,1904,4,58975,106.3897,FALSE,12035,221918898,12035,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FL,Franklin,6,6,1768,3200,2461,1537,19.7,35.7,27.4,17.1,4,11736,-16,96,0.072341513,100,-4,16,-28,-12,0,1464,8.174386921,8.514986376,-0.340599455,1.36239782,-2.384196185,-1.021798365,2343,22.8,681,36.6,0,4840,4673,167,3.5,40297,72.695,FALSE,12037,1275539661,12037,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96
FL,Gadsden,2,2,6638,11756,8372,5362,20.7,36.6,26.1,16.7,4,45894,-78,541,0.100753911,479,62,46,-186,-140,0,3157,11.77802451,10.42823243,1.349792089,1.001458646,-4.049376265,-3.047917619,10259,23.6,3822,38.2,1,18500,17654,846,4.6,42259,76.2344,FALSE,12039,31686103,12039,2,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
FL,Gilchrist,2,2,1673,5017,3515,1685,14.1,42.2,29.6,14.2,4,18256,391,194,0.085725241,203,-9,2,397,399,1,1191,10.74167382,11.23999889,-0.498325074,0.110738905,21.98167271,22.09241162,2856,16.8,861,23.8,1,6869,6611,258,3.8,42186,76.1027,FALSE,12041,14362143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
FL,Glades,6,4,2454,4080,2525,997,24.4,40.6,25.1,9.9,0,13724,116,67,0.041023025,120,-53,39,130,169,0,1462,4.902678179,8.780916142,-3.878237963,2.853797746,9.512659154,12.3664569,2457,20.1,566,27.6,0,5206,4998,208,4,38680,69.7779,FALSE,12043,466706483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
FL,Gulf,3,2,1838,4547,3635,2157,15.1,37.3,29.9,17.7,4,16164,42,119,0.062298936,184,-65,11,96,107,0,2983,7.37161618,11.39812922,-4.02651304,0.681409899,5.946850028,6.628259927,2667,20.3,642,26.3,1,6122,5852,270,4.4,45426,81.9476,FALSE,12045,494697662,12045,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FL,Hamilton,6,6,2418,4460,2312,943,23.9,44,22.8,9.3,4,14310,-79,156,0.090356394,140,16,15,-108,-93,-2,2645,10.87145894,9.756437507,1.115021429,1.04533259,-7.526394648,-6.481062058,3209,27.6,938,35.9,0,4296,4114,182,4.2,36299,65.4827,FALSE,12047,13659798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
FL,Hardee,6,3,4198,8304,3019,1802,24.2,47.9,17.4,10.4,0,27245,43,359,0.117452744,202,157,16,-132,-116,2,1627,13.18713611,7.420059875,5.767076239,0.587727515,-4.848751997,-4.261024483,6956,27,2679,38.2,0,8789,8322,467,5.3,39169,70.6601,FALSE,12049,1439673,12049,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
FL,Hendry,4,3,8664,8806,5736,2079,34.3,34.8,22.7,8.2,1,41556,412,569,0.116902493,314,255,500,-343,157,0,696,13.76058041,7.593712213,6.166868198,12.09189843,-8.295042322,3.796856106,9850,24,3611,33.5,0,15599,14652,947,6.1,44391,80.0805,FALSE,12051,87037213,12051,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
FL,Hernando,1,1,17202,49681,45761,23896,12.6,36.4,33.5,17.5,0,190865,4081,1588,0.065716606,2797,-1209,470,4800,5270,20,1831,8.409925619,14.81269645,-6.402770827,2.489083779,25.42043008,27.90951386,26646,14.1,6635,19.3,1,70465,67280,3185,4.5,45884,82.7738,FALSE,12053,301068594,12053,5,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,3
FL,Highlands,3,2,11910,29677,23220,13240,15.3,38,29.8,17,0,105424,1364,906,0.07102747,1637,-731,682,1410,2092,3,1734,8.649825285,15.62887858,-6.979053293,6.511237135,13.46164862,19.97288576,21577,20.8,6801,38.5,1,36472,34716,1756,4.8,39994,72.1484,FALSE,12055,231625544,12055,3,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
FL,Hillsborough,1,1,108569,254006,267602,305581,11.6,27.1,28.6,32.7,0,1436888,26773,17223,0.096865587,11369,5854,12011,8875,20886,33,22977,12.09903888,7.986644201,4.112394683,8.437644779,6.234626377,14.67227116,207358,14.7,63884,20.1,1,735690,710804,24886,3.4,58361,105.2821,TRUE,12057,631652995,12057,21,1860,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,2,2,0,0,0,18
FL,Holmes,6,6,3173,5489,3955,1444,22.6,39,28.1,10.3,4,19477,29,202,0.083945166,229,-27,-5,64,59,-3,1776,10.37893385,11.76621708,-1.387283237,-0.256904303,3.28837508,3.031470777,4232,23.9,1172,30.6,0,6983,6706,277,4,38040,68.6234,FALSE,12059,26393537,12059,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
FL,Indian River,3,2,13034,34393,35433,32781,11.3,29.7,30.6,28.3,5,157413,3099,1243,0.065909423,2088,-845,388,3533,3921,23,1327,7.974926779,13.39633718,-5.421410401,2.489357675,22.66726976,25.15662743,16775,10.7,4414,17.9,1,65104,62318,2786,4.3,58228,105.0421,FALSE,12061,295578903,12061,4,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,9
FL,Jackson,6,6,6825,13242,10551,4752,19.3,37.4,29.8,13.4,4,48305,-55,507,0.085394887,612,-105,67,-13,54,-4,7784,10.48983603,12.66228728,-2.172451249,1.386230797,-0.268970155,1.117260642,9492,23.5,2915,33.5,0,17542,16846,696,4,39545,71.3384,FALSE,12063,94242663,12063,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,88
FL,Jefferson,2,2,1956,3632,2918,2404,17.9,33.3,26.7,22,4,14288,141,123,0.074048152,159,-36,0,177,177,0,1284,8.651310005,11.18340074,-2.532090733,0,12.44944611,12.44944611,2317,17.9,685,28.6,1,5582,5373,209,3.7,46332,83.582,FALSE,12065,99610823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94
FL,Lafayette,9,12,1467,2507,1203,969,23.9,40.8,19.6,15.8,4,8732,109,65,0.06951443,79,-14,102,22,124,-1,1481,7.490636704,9.10400461,-1.613367906,11.7545376,2.535292423,14.28983002,1521,21,456,26.1,0,2847,2756,91,3.2,42689,77.0101,FALSE,12067,11745117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
FL,Lake,1,1,26405,81305,83228,56151,10.7,32.9,33.7,22.7,0,356495,11408,3301,0.072716307,4367,-1066,1208,11190,12398,76,3869,9.410161606,12.4490081,-3.038846493,3.443645932,31.89933607,35.342982,40582,11.5,13120,19.5,1,155273,149818,5455,3.5,52447,94.6133,TRUE,12069,534178837,12069,5,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,60
FL,Lee,2,2,64525,165834,157968,149514,12,30.8,29.4,27.8,5,754610,15104,6692,0.071146685,7875,-1183,4067,12154,16221,66,8484,8.95780515,10.5413502,-1.583545053,5.444021749,16.26915179,21.71317354,90400,12.1,23935,18.4,1,342684,331050,11634,3.4,56343,101.6416,TRUE,12071,1114617195,12071,7,2240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,47
FL,Leon,2,2,10819,32510,48977,77725,6.4,19.1,28.8,45.7,4,292502,1255,3027,0.085606252,1946,1081,947,-777,170,4,15162,10.37089571,6.667249109,3.703646602,3.244545173,-2.662103061,0.582442111,57656,20.7,10788,20.1,1,154655,149478,5177,3.3,51046,92.0859,FALSE,12073,90548394,12073,5,1208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,14
FL,Levy,6,6,4590,11990,8908,3683,15.7,41.1,30.5,12.6,0,40770,464,400,0.080034339,551,-151,31,582,613,2,332,9.867285017,13.59218511,-3.724900094,0.764714589,14.3568997,15.12161429,6521,16.1,2059,26.3,0,16926,16277,649,3.8,39037,70.422,FALSE,12075,762907881,12075,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
FL,Liberty,8,7,1119,2877,1250,761,18.6,47.9,20.8,12.7,4,8457,215,84,0.077923614,70,14,1,199,200,1,2081,10.06048266,8.383735553,1.676747111,0.119767651,23.8337625,23.95353015,1523,23.8,392,27.1,0,2643,2543,100,3.8,40814,73.6276,FALSE,12077,19582444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
FL,Madison,6,6,2597,5128,3871,1854,19.3,38.1,28.8,13.8,0,18529,64,180,0.089751201,209,-29,21,72,93,0,2043,9.73130778,11.29912959,-1.567821809,1.135319241,3.892523112,5.027842353,3752,22.8,1077,32.5,0,7348,7062,286,3.9,38249,69.0004,FALSE,12079,49634046,12079,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73
FL,Manatee,2,2,29910,84529,81838,81512,10.8,30.4,29.5,29.3,5,394855,9405,3453,0.071570577,4178,-725,1564,8512,10076,54,4810,8.850385426,10.70863316,-1.858247736,4.00868891,21.81710998,25.82579889,40662,10.4,12197,17.3,1,177777,171752,6025,3.4,59587,107.4937,TRUE,12081,387507719,12081,5,806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3
