,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
1256,6,B5 LM,LUKE G U,2778.5,87.91,0.586,0.4,10.5,4.4,2,0.139
1257,6,B5 LM,LUKE G U,2779.0,90.81,0.633,1.9,7.55,4.5,2,0.111
1258,6,B5 LM,LUKE G U,2779.5,88.5,0.6509999999999999,2.0,5.6,4.7,2,0.083
1259,6,B5 LM,LUKE G U,2780.0,92.21,0.6609999999999999,1.8,4.3,4.8,2,0.055999999999999994
1260,6,B5 LM,LUKE G U,2780.5,89.56,0.6609999999999999,2.0,4.2,4.7,2,0.027999999999999997
1261,6,B5 LM,LUKE G U,2781.0,78.51,0.642,1.5,5.05,4.5,2,0.01
1262,3,C SH,LUKE G U,2781.5,78.51,0.642,1.5,5.05,4.5,1,1.0
1263,3,C SH,LUKE G U,2782.0,80.19,0.614,1.2,9.4,4.2,1,0.982
1264,3,C SH,LUKE G U,2782.5,85.11,0.5670000000000001,0.2,13.0,3.9,1,0.965
1265,3,C SH,LUKE G U,2783.0,86.97,0.5489999999999999,0.7,16.65,3.4,1,0.9470000000000001
1266,3,C SH,LUKE G U,2783.5,84.85,0.5489999999999999,2.9,18.35,3.2,1,0.93
1267,3,C SH,LUKE G U,2784.0,80.37,0.5489999999999999,5.2,19.5,3.1,1,0.912
1268,3,C SH,LUKE G U,2784.5,74.4,0.5579999999999999,8.4,20.7,3.0,1,0.895
1269,3,C SH,LUKE G U,2785.0,74.77,0.5579999999999999,9.2,20.3,3.0,1,0.877
1270,3,C SH,LUKE G U,2785.5,75.13,0.5489999999999999,8.6,18.9,3.1,1,0.86
1271,3,C SH,LUKE G U,2786.0,74.23,0.5489999999999999,8.9,17.95,3.2,1,0.8420000000000001
1272,3,C SH,LUKE G U,2786.5,73.64,0.539,10.0,16.7,3.2,1,0.825
1273,3,C SH,LUKE G U,2787.0,74.34,0.5329999999999999,10.0,16.9,3.3,1,0.807
1274,3,C SH,LUKE G U,2787.5,74.26,0.53,8.9,17.65,3.3,1,0.789
1275,3,C SH,LUKE G U,2788.0,73.78,0.53,6.7,18.75,3.2,1,0.772
1276,3,C SH,LUKE G U,2788.5,73.38,0.53,5.7,18.45,3.2,1,0.754
1277,3,C SH,LUKE G U,2789.0,72.69,0.53,5.0,18.1,3.1,1,0.737
1278,3,C SH,LUKE G U,2789.5,73.82,0.521,5.8,16.3,3.1,1,0.7190000000000001
1279,3,C SH,LUKE G U,2790.0,77.1,0.493,7.6,15.5,3.2,1,0.7020000000000001
1280,3,C SH,LUKE G U,2790.5,78.49,0.483,13.0,13.3,3.2,1,0.684
1281,3,C SH,LUKE G U,2791.0,78.59,0.465,14.3,14.25,3.3,1,0.667
1282,3,C SH,LUKE G U,2791.5,78.57,0.455,13.4,14.5,3.3,1,0.649
1283,3,C SH,LUKE G U,2792.0,76.44,0.436,13.1,14.45,3.4,1,0.632
1284,3,C SH,LUKE G U,2792.5,74.66,0.42700000000000005,10.5,13.25,3.4,1,0.614
1285,3,C SH,LUKE G U,2793.0,74.76,0.418,10.1,13.45,3.4,1,0.596
1286,3,C SH,LUKE G U,2793.5,75.86,0.409,9.9,15.35,3.4,1,0.579
1287,3,C SH,LUKE G U,2794.0,77.96,0.409,7.7,17.05,3.4,1,0.561
1288,3,C SH,LUKE G U,2794.5,78.82,0.418,7.3,20.75,3.3,1,0.544
1289,2,C SH,LUKE G U,2795.0,79.34,0.446,4.9,22.25,3.2,1,0.526
1290,2,C SH,LUKE G U,2795.5,79.17,0.455,2.8,23.2,3.1,1,0.509
1291,2,C SH,LUKE G U,2796.0,76.21,0.483,1.3,22.65,3.0,1,0.491
1292,2,C SH,LUKE G U,2796.5,73.41,0.511,4.1,18.85,3.0,1,0.474
1293,2,C SH,LUKE G U,2797.0,70.99,0.53,9.7,15.35,3.1,1,0.456
1294,2,C SH,LUKE G U,2797.5,72.14,0.5489999999999999,13.9,13.05,3.4,1,0.439
1295,2,C SH,LUKE G U,2798.0,70.4,0.614,12.3,13.25,3.6,1,0.386
1296,2,C SH,LUKE G U,2798.5,67.2,0.633,11.9,13.05,3.7,1,0.368
1297,2,C SH,LUKE G U,2799.0,67.15,0.642,11.7,12.65,3.7,1,0.35100000000000003
1298,2,C SH,LUKE G U,2799.5,66.51,0.6509999999999999,11.3,12.25,3.7,1,0.33299999999999996
1299,2,C SH,LUKE G U,2800.0,66.45,0.6509999999999999,10.8,11.9,3.7,1,0.316
1300,2,C SH,LUKE G U,2800.5,67.8,0.6509999999999999,10.5,11.85,3.7,1,0.298
1301,3,C SH,LUKE G U,2801.0,69.34,0.6509999999999999,10.1,12.05,3.7,1,0.281
1302,3,C SH,LUKE G U,2801.5,72.24,0.633,10.1,12.25,3.7,1,0.263
1303,3,C SH,LUKE G U,2802.0,75.96,0.614,8.8,14.7,3.7,1,0.24600000000000002
1304,3,C SH,LUKE G U,2802.5,79.36,0.586,7.7,18.45,3.7,1,0.228
1305,3,C SH,LUKE G U,2803.0,81.47,0.5670000000000001,0.4,24.1,3.5,1,0.21100000000000002
1306,3,C SH,LUKE G U,2803.5,78.28,0.5489999999999999,1.9,23.15,3.3,1,0.193
1307,3,C SH,LUKE G U,2804.0,75.1,0.53,3.0,20.4,3.0,1,0.175
1308,3,C SH,LUKE G U,2804.5,75.6,0.511,5.7,18.55,2.9,1,0.158
1309,3,C SH,LUKE G U,2805.0,77.08,0.521,9.5,16.25,3.1,1,0.14
1310,3,C SH,LUKE G U,2805.5,78.66,0.521,9.8,15.9,3.3,1,0.12300000000000001
1311,3,C SH,LUKE G U,2806.0,79.17,0.521,9.5,15.55,3.3,1,0.105
1312,3,C SH,LUKE G U,2806.5,79.34,0.53,8.1,15.35,3.1,1,0.08800000000000001
1313,3,C SH,LUKE G U,2807.0,80.0,0.5379999999999999,1.6,19.0,2.7,1,0.07
1314,3,C SH,LUKE G U,2807.5,79.37,0.562,-7.0,25.6,1.8,1,0.053
1315,3,C SH,LUKE G U,2808.0,77.67,0.584,0.7,26.45,1.0,1,0.035
1316,3,C SH,LUKE G U,2808.5,75.52,0.606,3.9,25.05,0.2,1,0.018000000000000002
1317,8,C LM,LUKE G U,2810.5,21.76,0.997,11.1,0.55,3.4,2,0.956
1318,6,C LM,LUKE G U,2811.0,18.63,1.063,5.1,3.55,4.6,2,0.941
1319,6,C LM,LUKE G U,2811.5,22.29,1.109,2.9,5.15,4.6,2,0.9259999999999999
1320,6,C LM,LUKE G U,2812.0,26.95,1.137,3.4,5.5,4.5,2,0.912
1321,6,C LM,LUKE G U,2812.5,32.25,1.137,3.6,5.6,4.3,2,0.897
1322,6,C LM,LUKE G U,2813.0,33.61,1.137,3.1,5.15,4.3,2,0.882
1323,6,C LM,LUKE G U,2813.5,35.08,1.109,2.8,4.7,4.5,2,0.868
1324,6,C LM,LUKE G U,2814.0,33.38,1.072,2.6,4.5,4.6,2,0.853
1325,6,C LM,LUKE G U,2814.5,30.61,1.016,2.0,4.6,4.6,2,0.838
1326,6,C LM,LUKE G U,2815.0,29.09,0.9790000000000001,1.2,5.0,4.6,2,0.8240000000000001
1327,5,C LM,LUKE G U,2815.5,29.88,0.941,2.2,5.4,4.5,2,0.809
1328,5,C LM,LUKE G U,2816.0,34.23,0.932,4.3,5.15,4.3,2,0.794
1329,6,C LM,LUKE G U,2816.5,39.19,0.932,7.0,6.1,4.3,2,0.779
1330,6,C LM,LUKE G U,2817.0,43.79,0.932,9.1,6.55,4.3,2,0.765
1331,6,C LM,LUKE G U,2817.5,51.07,0.932,8.4,6.9,4.2,2,0.75
1332,6,C LM,LUKE G U,2818.0,49.55,0.955,5.7,5.75,4.2,2,0.735
1333,6,C LM,LUKE G U,2818.5,42.49,0.9790000000000001,3.5,4.85,4.3,2,0.721
1334,6,C LM,LUKE G U,2819.0,48.45,1.0070000000000001,3.5,5.05,4.4,2,0.706
1335,6,C LM,LUKE G U,2819.5,54.59,1.044,3.9,5.45,4.4,2,0.691
1336,6,C LM,LUKE G U,2820.0,56.75,1.053,3.5,5.45,4.5,2,0.6759999999999999
1337,6,C LM,LUKE G U,2820.5,48.11,1.044,2.8,5.5,4.7,2,0.662
1338,6,C LM,LUKE G U,2821.0,41.37,1.016,2.3,5.65,4.7,2,0.647
1339,6,C LM,LUKE G U,2821.5,40.62,0.997,1.8,6.0,4.8,2,0.632
1340,6,C LM,LUKE G U,2822.0,43.16,0.988,1.7,6.35,4.8,2,0.618
1341,6,C LM,LUKE G U,2822.5,46.73,0.9690000000000001,2.6,7.1,4.7,2,0.603
1342,6,C LM,LUKE G U,2823.0,51.04,0.96,3.7,8.15,4.5,2,0.588
1343,6,C LM,LUKE G U,2823.5,54.56,0.9790000000000001,3.6,8.2,4.2,2,0.574
1344,6,C LM,LUKE G U,2824.0,53.58,1.0070000000000001,3.4,7.8,3.9,2,0.5589999999999999
1345,6,C LM,LUKE G U,2824.5,50.0,1.081,2.5,6.75,3.8,2,0.544
1346,6,C LM,LUKE G U,2825.0,46.51,1.1,0.7,5.35,3.8,2,0.529
1347,6,C LM,LUKE G U,2825.5,41.43,1.109,0.6,5.3,3.9,2,0.515
1348,6,C LM,LUKE G U,2826.0,40.19,1.081,0.6,5.4,3.9,2,0.5
1349,6,C LM,LUKE G U,2826.5,42.42,1.025,1.0,5.6,3.8,2,0.485
1350,6,C LM,LUKE G U,2827.0,61.67,1.025,3.7,7.05,3.9,2,0.47100000000000003
1351,6,C LM,LUKE G U,2827.5,87.35,1.054,4.9,7.65,3.9,2,0.456
1352,6,C LM,LUKE G U,2828.0,105.98,1.072,6.3,8.35,4.0,2,0.441
1353,4,C LM,LUKE G U,2828.5,130.0,1.063,6.4,8.3,4.3,2,0.426
1354,4,C LM,LUKE G U,2829.0,165.0,1.044,0.8,5.2,4.4,2,0.41200000000000003
1355,4,C LM,LUKE G U,2829.5,120.0,1.0070000000000001,1.1,4.95,4.5,2,0.397
1356,6,C LM,LUKE G U,2830.0,105.14,0.988,1.7,4.95,4.6,2,0.382
1357,6,C LM,LUKE G U,2830.5,100.12,0.96,3.0,5.3,4.6,2,0.368
1358,6,C LM,LUKE G U,2831.0,123.09,0.9129999999999999,5.1,6.65,4.6,2,0.353
1359,4,C LM,LUKE G U,2831.5,165.0,0.8759999999999999,5.9,8.45,4.4,2,0.33799999999999997
1360,4,C LM,LUKE G U,2832.0,172.0,0.857,9.0,10.8,4.4,2,0.324
1361,4,C LM,LUKE G U,2832.5,145.0,0.857,8.8,11.3,4.3,2,0.309
1362,6,C LM,LUKE G U,2833.0,105.0,0.988,7.7,11.85,4.3,2,0.294
1363,6,C LM,LUKE G U,2833.5,85.77,0.997,8.5,11.15,4.3,2,0.27899999999999997
1364,6,C LM,LUKE G U,2834.0,58.49,0.988,1.2,5.6,4.5,2,0.265
1365,6,C LM,LUKE G U,2834.5,47.01,0.9690000000000001,2.0,4.1,4.7,2,0.25
1366,3,C LM,LUKE G U,2835.0,44.86,0.9129999999999999,2.1,3.95,4.8,1,0.235
1367,3,C LM,LUKE G U,2835.5,45.57,0.727,-1.4,5.8,4.7,1,0.221
1368,3,C LM,LUKE G U,2836.0,48.45,0.642,-5.6,9.0,4.5,1,0.20600000000000002
1369,3,C LM,LUKE G U,2836.5,55.62,0.605,-15.4,18.1,3.9,1,0.191
1370,3,C LM,LUKE G U,2837.0,68.54,0.465,-11.8,22.5,3.4,1,0.17600000000000002
1371,3,C LM,LUKE G U,2837.5,77.15,0.418,-8.0,25.0,2.7,1,0.162
1372,3,C LM,LUKE G U,2838.0,81.46,0.423,-2.4,24.4,2.5,1,0.147
1373,3,C LM,LUKE G U,2838.5,80.74,0.436,1.8,24.7,2.4,1,0.132
1374,3,C LM,LUKE G U,2839.0,83.61,0.5670000000000001,12.2,29.4,2.4,1,0.11800000000000001
1375,3,C LM,LUKE G U,2839.5,84.33,0.642,11.0,28.5,2.4,1,0.10300000000000001
1376,8,C LM,LUKE G U,2840.0,79.48,0.6890000000000001,7.7,26.15,2.5,2,0.07400000000000001
1377,8,C LM,LUKE G U,2840.5,62.88,0.6890000000000001,12.6,23.7,2.7,2,0.059000000000000004
1378,8,C LM,LUKE G U,2841.0,41.04,0.633,13.7,10.65,3.2,2,0.044000000000000004
1379,8,C LM,LUKE G U,2841.5,33.99,0.5670000000000001,3.2,3.9,3.8,2,0.028999999999999998
1380,8,C LM,LUKE G U,2842.0,30.81,0.493,3.0,4.2,4.9,2,0.015
1381,2,A1 SH,CROSS H CATTLE,2573.5,118.439,0.674493717,6.3,9.95,3.6310000000000002,1,1.0
1382,2,A1 SH,CROSS H CATTLE,2574.0,92.55,0.645225712,9.9,13.05,3.45,1,0.987
1383,2,A1 SH,CROSS H CATTLE,2574.5,102.16799999999999,0.630020851,12.0,14.5,3.364,1,0.9740000000000001
1384,2,A1 SH,CROSS H CATTLE,2575.0,88.898,0.60031933,15.1,16.05,3.187,1,0.961
1385,2,A1 SH,CROSS H CATTLE,2575.5,85.493,0.57863921,13.6,15.9,3.0989999999999998,1,0.9470000000000001
1386,2,A1 SH,CROSS H CATTLE,2576.0,82.802,0.5699588179999999,13.0,14.9,3.069,1,0.934
1387,2,A1 SH,CROSS H CATTLE,2576.5,84.257,0.576456532,12.7,14.35,3.077,1,0.9209999999999999
1388,2,A1 SH,CROSS H CATTLE,2577.0,85.34899999999999,0.592731766,12.8,14.7,3.1010000000000004,1,0.9079999999999999
1389,2,A1 SH,CROSS H CATTLE,2577.5,84.31700000000001,0.6106601629999999,13.5,15.15,3.0780000000000003,1,0.895
1390,2,A1 SH,CROSS H CATTLE,2578.0,83.495,0.6237659999999999,13.4,15.1,3.062,1,0.882
1391,2,A1 SH,CROSS H CATTLE,2578.5,83.696,0.630427875,12.7,14.75,3.074,1,0.868
1392,2,A1 SH,CROSS H CATTLE,2579.0,82.766,0.631342286,12.6,14.4,3.114,1,0.855
1393,2,A1 SH,CROSS H CATTLE,2579.5,85.311,0.629817196,12.3,13.95,3.133,1,0.8420000000000001
1394,2,A1 SH,CROSS H CATTLE,2580.0,87.29700000000001,0.627365857,12.1,13.65,3.136,1,0.8290000000000001
1395,2,A1 SH,CROSS H CATTLE,2580.5,85.494,0.622317661,11.6,13.3,3.173,1,0.816
1396,2,A1 SH,CROSS H CATTLE,2581.0,82.90700000000001,0.613841822,11.3,13.05,3.179,1,0.8029999999999999
1397,2,A1 SH,CROSS H CATTLE,2581.5,84.398,0.602819342,10.3,12.75,3.1210000000000004,1,0.789
1398,2,A1 SH,CROSS H CATTLE,2582.0,81.723,0.592176757,9.2,12.6,3.077,1,0.7759999999999999
1399,2,A1 SH,CROSS H CATTLE,2582.5,83.501,0.5835388189999999,8.0,12.3,3.0580000000000003,1,0.763
1400,2,A1 SH,CROSS H CATTLE,2583.0,88.667,0.575072326,7.6,12.3,3.0669999999999997,1,0.75
1401,2,A1 SH,CROSS H CATTLE,2583.5,93.12899999999999,0.562887381,8.0,12.8,3.105,1,0.737
1402,2,A1 SH,CROSS H CATTLE,2584.0,90.255,0.542202782,8.8,13.4,3.127,1,0.7240000000000001
1403,2,A1 SH,CROSS H CATTLE,2584.5,87.152,0.510276844,9.6,13.8,3.154,1,0.711
1404,1,A1 SH,CROSS H CATTLE,2585.0,76.105,0.469085299,9.5,13.55,3.2110000000000003,1,0.6970000000000001
1405,1,A1 SH,CROSS H CATTLE,2585.5,68.911,0.419460073,9.0,12.9,3.281,1,0.684
1406,1,A1 SH,CROSS H CATTLE,2586.0,60.968,0.366982976,9.1,12.25,3.2510000000000003,1,0.6709999999999999
1407,1,A1 SH,CROSS H CATTLE,2586.5,58.121,0.314709693,9.6,11.8,3.167,1,0.6579999999999999
1408,1,A1 SH,CROSS H CATTLE,2587.0,58.57,0.260548373,9.2,12.3,3.159,1,0.645
1409,1,A1 SH,CROSS H CATTLE,2587.5,57.287,0.21192108399999998,8.4,13.0,3.1189999999999998,1,0.632
1410,1,A1 SH,CROSS H CATTLE,2588.0,60.771,0.17231096899999998,7.5,14.25,3.022,1,0.618
1411,1,A1 SH,CROSS H CATTLE,2588.5,64.14699999999999,0.1430148,6.7,15.75,2.928,1,0.605
1412,1,A1 SH,CROSS H CATTLE,2589.0,61.211000000000006,0.12352498099999999,5.5,16.95,2.892,1,0.5920000000000001
1413,1,A1 SH,CROSS H CATTLE,2589.5,63.105,0.111262514,4.2,17.8,2.892,1,0.579
1414,1,A1 SH,CROSS H CATTLE,2590.0,54.482,0.09933527800000001,3.6,17.2,2.895,1,0.5529999999999999
1415,1,A1 SH,CROSS H CATTLE,2590.5,57.7,0.095866453,4.4,16.6,2.886,1,0.539
1416,1,A1 SH,CROSS H CATTLE,2591.0,62.74,0.091666958,5.0,16.7,2.8810000000000002,1,0.526
1417,1,A1 SH,CROSS H CATTLE,2591.5,61.915,0.08421868699999999,4.9,17.35,2.838,1,0.513
1418,1,A1 SH,CROSS H CATTLE,2592.0,60.425,0.071882007,4.4,18.6,2.7539999999999996,1,0.5
1419,1,A1 SH,CROSS H CATTLE,2592.5,58.016999999999996,0.055760465,3.8,19.6,2.6860000000000004,1,0.48700000000000004
1420,1,A1 SH,CROSS H CATTLE,2593.0,55.815,0.03702788,4.0,20.1,2.617,1,0.474
1421,1,A1 SH,CROSS H CATTLE,2593.5,58.413000000000004,-0.004364805,2.3,20.25,2.574,1,0.434
1422,1,A1 SH,CROSS H CATTLE,2594.0,60.306000000000004,-0.011441043,2.2,19.9,2.571,1,0.42100000000000004
1423,1,A1 SH,CROSS H CATTLE,2594.5,60.198,-0.015922966,2.3,19.95,2.556,1,0.408
1424,1,A1 SH,CROSS H CATTLE,2595.0,56.657,-0.019088062,2.8,20.1,2.552,1,0.395
1425,1,A1 SH,CROSS H CATTLE,2595.5,59.458999999999996,-0.022733787999999998,2.9,20.25,2.5140000000000002,1,0.382
1426,1,A1 SH,CROSS H CATTLE,2596.0,59.586000000000006,-0.025949097,3.1,20.45,2.508,1,0.368
1427,1,A1 SH,CROSS H CATTLE,2596.5,58.077,-0.025949097,3.3,20.65,2.516,1,0.355
1428,1,A1 SH,CROSS H CATTLE,2597.0,59.244,-0.019088062,3.4,20.5,2.5810000000000004,1,0.342
1429,1,A1 SH,CROSS H CATTLE,2597.5,60.552,-0.002613616,3.3,20.45,2.589,1,0.32899999999999996
1430,2,A1 SH,CROSS H CATTLE,2598.0,63.458,0.02201574,3.6,20.2,2.6289999999999996,1,0.316
1431,2,A1 SH,CROSS H CATTLE,2598.5,66.977,0.055378330999999996,4.2,20.1,2.694,1,0.303
1432,2,A1 SH,CROSS H CATTLE,2599.0,74.958,0.095518042,4.3,19.55,2.702,1,0.289
1433,2,A1 SH,CROSS H CATTLE,2599.5,80.42,0.13893394,3.8,18.3,2.694,1,0.276
1434,2,A1 SH,CROSS H CATTLE,2600.0,86.667,0.181843588,4.9,17.05,2.7260000000000004,1,0.263
1435,1,A1 SH,CROSS H CATTLE,2600.5,92.34299999999999,0.222196046,6.0,16.7,2.7689999999999997,1,0.25
1436,1,A1 SH,CROSS H CATTLE,2601.0,79.336,0.283074975,7.4,17.9,2.844,1,0.22399999999999998
1437,1,A1 SH,CROSS H CATTLE,2601.5,70.243,0.292034436,7.0,17.2,2.892,1,0.21100000000000002
1438,1,A1 SH,CROSS H CATTLE,2602.0,63.513000000000005,0.28735377300000003,7.1,15.75,2.8819999999999997,1,0.19699999999999998
1439,1,A1 SH,CROSS H CATTLE,2602.5,65.541,0.273464273,6.3,15.35,2.892,1,0.184
1440,1,A1 SH,CROSS H CATTLE,2603.0,66.595,0.25959387899999997,5.6,15.4,2.912,1,0.171
1441,1,A1 SH,CROSS H CATTLE,2603.5,71.108,0.249931757,5.2,15.9,2.835,1,0.158
1442,2,A1 SH,CROSS H CATTLE,2604.0,75.609,0.247482261,5.1,16.25,2.781,1,0.145
1443,2,A1 SH,CROSS H CATTLE,2604.5,81.872,0.255272505,5.1,16.15,2.7769999999999997,1,0.132
1444,3,A1 SH,CROSS H CATTLE,2605.0,90.061,0.273464273,6.4,16.2,2.8169999999999997,1,0.11800000000000001
1445,2,A1 SH,CROSS H CATTLE,2605.5,95.985,0.300812794,6.0,18.3,2.74,1,0.105
1446,2,A1 SH,CROSS H CATTLE,2606.0,97.149,0.33405144,2.8,23.5,2.635,1,0.092
1447,2,A1 SH,CROSS H CATTLE,2606.5,95.986,0.37069809299999995,5.0,25.9,2.662,1,0.079
1448,2,A1 SH,CROSS H CATTLE,2607.0,88.553,0.407560849,3.4,24.8,2.735,1,0.066
1449,2,A1 SH,CROSS H CATTLE,2607.5,86.023,0.471291711,7.0,15.6,2.9560000000000004,1,0.039
1450,2,A1 SH,CROSS H CATTLE,2608.0,88.06,0.503245771,9.7,13.25,3.158,1,0.026000000000000002
1451,8,A1 SH,CROSS H CATTLE,2608.5,85.898,0.5404546139999999,5.1,16.05,3.0989999999999998,1,0.013000000000000001
1452,8,A1 LM,CROSS H CATTLE,2609.0,79.42699999999999,0.581038949,2.3,19.75,3.154,2,1.0
1453,8,A1 LM,CROSS H CATTLE,2609.5,64.6,0.620552445,2.9,20.95,3.2769999999999997,2,0.977
1454,8,A1 LM,CROSS H CATTLE,2610.0,58.806000000000004,0.655138435,1.0,18.8,3.5639999999999996,2,0.955
1455,8,A1 LM,CROSS H CATTLE,2610.5,49.85,0.688330818,0.8,13.3,3.9960000000000004,2,0.932
1456,8,A1 LM,CROSS H CATTLE,2611.0,49.848,0.719911064,1.6,10.2,4.547,2,0.909
1457,8,A1 LM,CROSS H CATTLE,2611.5,60.413999999999994,0.7518946879999999,2.9,8.75,4.857,2,0.8859999999999999
1458,8,A1 LM,CROSS H CATTLE,2612.0,73.64699999999999,0.787956123,2.4,9.1,4.925,2,0.8640000000000001
1459,4,A1 LM,CROSS H CATTLE,2612.5,87.87799999999999,0.824646415,2.3,9.25,4.86,2,0.841
1460,4,A1 LM,CROSS H CATTLE,2613.0,92.819,0.855761372,3.5,8.75,4.534,2,0.818
1461,4,A1 LM,CROSS H CATTLE,2613.5,94.398,0.87875152,5.1,8.65,4.305,2,0.795
1462,4,A1 LM,CROSS H CATTLE,2614.0,95.024,0.891983231,8.7,8.85,4.131,2,0.773
1463,4,A1 LM,CROSS H CATTLE,2614.5,86.084,0.8924285470000001,11.6,8.8,3.967,2,0.75
1464,4,A1 LM,CROSS H CATTLE,2615.0,89.32,0.885021795,11.8,8.7,3.839,2,0.727
1465,6,A1 LM,CROSS H CATTLE,2615.5,95.088,0.877025616,10.7,8.85,3.898,2,0.705
1466,6,A1 LM,CROSS H CATTLE,2616.0,102.887,0.875813389,10.5,8.75,3.9730000000000003,2,0.682
1467,4,A1 LM,CROSS H CATTLE,2616.5,96.204,0.884398826,8.0,10.0,3.6830000000000003,2,0.659
1468,6,A1 LM,CROSS H CATTLE,2617.0,84.08200000000001,0.9045532629999999,-0.4,13.8,3.45,2,0.636
1469,6,A1 LM,CROSS H CATTLE,2617.5,72.325,0.924434364,-0.9,14.85,3.427,2,0.614
1470,8,A1 LM,CROSS H CATTLE,2618.0,53.93899999999999,0.940516485,-3.0,13.9,3.358,2,0.591
1471,8,A1 LM,CROSS H CATTLE,2618.5,44.042,0.9608511540000001,-4.4,10.6,3.343,2,0.568
1472,8,A1 LM,CROSS H CATTLE,2619.0,47.244,0.99237676,-2.7,7.55,3.528,2,0.545
1473,6,A1 LM,CROSS H CATTLE,2619.5,54.919,1.033463966,-1.1,6.75,3.841,2,0.523
1474,6,A1 LM,CROSS H CATTLE,2620.0,66.39699999999999,1.081995025,-0.6,6.5,3.985,2,0.5
1475,6,A1 LM,CROSS H CATTLE,2620.5,77.704,1.120705516,-0.3,6.55,4.171,2,0.47700000000000004
1476,6,A1 LM,CROSS H CATTLE,2621.0,84.14399999999999,1.14245204,0.8,6.3,4.313,2,0.455
1477,6,A1 LM,CROSS H CATTLE,2621.5,82.835,1.147026715,2.1,6.05,4.365,2,0.43200000000000005
1478,5,A1 LM,CROSS H CATTLE,2622.0,77.283,1.141575183,3.3,6.25,4.362,2,0.409
1479,5,A1 LM,CROSS H CATTLE,2622.5,74.363,1.132483825,5.5,6.65,4.305,2,0.386
1480,5,A1 LM,CROSS H CATTLE,2623.0,75.024,1.126423654,7.8,7.1,4.188,2,0.364
1481,5,A1 LM,CROSS H CATTLE,2623.5,77.016,1.12083706,8.3,7.25,4.147,2,0.341
1482,5,A1 LM,CROSS H CATTLE,2624.0,79.22399999999999,1.1119678370000001,6.7,6.65,4.128,2,0.318
1483,6,A1 LM,CROSS H CATTLE,2624.5,77.067,1.09961159,4.6,6.2,4.203,2,0.295
1484,8,A1 LM,CROSS H CATTLE,2625.0,71.623,1.086644521,3.3,5.95,4.296,2,0.273
1485,8,A1 LM,CROSS H CATTLE,2625.5,63.68,1.07773118,2.2,6.3,4.436,2,0.25
1486,8,A1 LM,CROSS H CATTLE,2626.0,66.183,1.073498399,1.9,6.85,4.525,2,0.22699999999999998
1487,8,A1 LM,CROSS H CATTLE,2626.5,68.669,1.074560468,1.7,7.05,4.633,2,0.205
1488,6,A1 LM,CROSS H CATTLE,2627.0,76.803,1.08546897,1.9,6.65,4.612,2,0.182
1489,6,A1 LM,CROSS H CATTLE,2627.5,81.08800000000001,1.107345665,1.9,6.25,4.6,2,0.159
1490,5,A1 LM,CROSS H CATTLE,2628.0,85.869,1.13219563,2.3,5.75,4.5489999999999995,2,0.136
1491,6,A1 LM,CROSS H CATTLE,2628.5,81.391,1.146314122,3.6,5.3,4.442,2,0.114
1492,6,A1 LM,CROSS H CATTLE,2629.0,75.87100000000001,1.115244285,4.2,5.3,4.256,2,0.091
1493,6,A1 LM,CROSS H CATTLE,2629.5,69.179,1.02341709,3.4,6.0,4.001,2,0.068
1494,6,A1 LM,CROSS H CATTLE,2630.0,73.616,0.8887409609999999,2.9,7.05,3.812,2,0.045
1495,6,A1 LM,CROSS H CATTLE,2630.5,73.916,0.7701890229999999,2.4,8.9,3.542,2,0.023
1496,3,B1 SH,CROSS H CATTLE,2631.0,87.40799999999999,0.678700435,-1.8,14.4,3.1010000000000004,1,1.0
1497,3,B1 SH,CROSS H CATTLE,2632.5,122.568,0.578753784,-16.4,71.7,0.99,1,0.955
1498,2,B1 SH,CROSS H CATTLE,2633.0,120.345,0.568319085,2.0,84.4,0.833,1,0.9390000000000001
1499,2,B1 SH,CROSS H CATTLE,2633.5,109.836,0.56205483,1.5,81.65,0.852,1,0.924
1500,2,B1 SH,CROSS H CATTLE,2634.0,94.62299999999999,0.566437492,-10.3,65.85,1.234,1,0.909
1501,2,B1 SH,CROSS H CATTLE,2634.5,85.419,0.593396842,-14.5,50.85,1.787,1,0.894
1502,2,B1 SH,CROSS H CATTLE,2635.0,79.45100000000001,0.649042634,-13.6,39.4,2.36,1,0.879
1503,2,B1 SH,CROSS H CATTLE,2635.5,73.811,0.728678367,-11.0,31.6,2.806,1,0.8640000000000001
1504,2,B1 SH,CROSS H CATTLE,2636.0,69.518,0.812646016,-5.5,23.85,3.236,1,0.848
1505,2,B1 SH,CROSS H CATTLE,2636.5,62.166000000000004,0.8794972870000001,-1.7,17.85,3.542,1,0.833
1506,2,B1 SH,CROSS H CATTLE,2637.0,59.183,0.90982337,2.2,13.5,3.762,1,0.818
1507,2,B1 SH,CROSS H CATTLE,2637.5,61.178000000000004,0.8991636409999999,3.9,10.35,3.803,1,0.8029999999999999
1508,2,B1 SH,CROSS H CATTLE,2638.0,63.123999999999995,0.870637963,6.5,8.15,3.8,1,0.7879999999999999
1509,2,B1 SH,CROSS H CATTLE,2638.5,68.801,0.837272703,9.7,7.45,3.7760000000000002,1,0.773
1510,2,B1 SH,CROSS H CATTLE,2639.0,74.956,0.806451323,8.2,11.0,3.6889999999999996,1,0.758
