t,x1,x2,v1,v2,a1,a2
8.98,-13.4,-27,-6.19,5.09,-17.5,50.9
8.98,-13.5,-27,-6.25,5.26,-18.9,52.1
8.99,-13.5,-26.9,-6.31,5.43,-20.4,53.4
8.99,-13.5,-26.9,-6.38,5.61,-21.9,54.7
8.99,-13.5,-26.9,-6.45,5.79,-23.3,56
9,-13.5,-26.9,-6.53,5.96,-24.7,57.2
9,-13.6,-26.9,-6.6,6.14,-26,58.4
9,-13.6,-26.9,-6.69,6.32,-27.3,59.5
9.01,-13.6,-26.8,-6.77,6.51,-28.4,60.4
9.01,-13.6,-26.8,-6.86,6.7,-29.4,61.1
9.01,-13.6,-26.8,-6.96,6.89,-30.1,61.5
9.02,-13.7,-26.8,-7.05,7.09,-30.5,61.5
9.02,-13.7,-26.7,-7.15,7.28,-30.5,60.8
9.02,-13.7,-26.7,-7.21,7.4,-30.2,60
9.02,-13.7,-26.7,-7.27,7.53,-29.7,58.9
9.02,-13.7,-26.7,-7.33,7.64,-28.8,57.4
9.03,-13.7,-26.7,-7.39,7.76,-27.7,55.5
9.03,-13.8,-26.7,-7.44,7.87,-26.2,53.1
9.03,-13.8,-26.7,-7.5,7.97,-24.4,50.2
9.03,-13.8,-26.6,-7.54,8.07,-22.2,46.8
9.03,-13.8,-26.6,-7.59,8.16,-19.7,42.9
9.04,-13.8,-26.6,-7.62,8.23,-17.1,39
9.04,-13.8,-26.6,-7.65,8.3,-14.3,34.8
9.04,-13.8,-26.6,-7.67,8.36,-11.2,30.2
9.04,-13.9,-26.6,-7.69,8.41,-7.82,25.3
9.04,-13.9,-26.5,-7.7,8.45,-4.41,20.3
9.04,-13.9,-26.5,-7.7,8.48,-0.846,15.1
9.05,-13.9,-26.5,-7.7,8.5,2.83,9.79
9.05,-13.9,-26.5,-7.69,8.51,6.56,4.38
9.05,-13.9,-26.5,-7.67,8.51,10.9,-1.84
9.05,-13.9,-26.5,-7.65,8.5,15.1,-7.95
9.05,-14,-26.5,-7.61,8.48,19.2,-13.9
9.06,-14,-26.4,-7.57,8.45,23.1,-19.5
9.06,-14,-26.4,-7.52,8.41,26.7,-24.7
9.06,-14,-26.4,-7.47,8.35,30.1,-29.5
9.06,-14,-26.4,-7.41,8.29,33.1,-33.9
9.06,-14,-26.4,-7.34,8.22,35.7,-37.7
9.07,-14,-26.4,-7.28,8.16,37.7,-40.5
9.07,-14.1,-26.3,-7.22,8.09,39.4,-43
9.07,-14.1,-26.3,-7.15,8.02,40.9,-45.1
9.07,-14.1,-26.3,-7.09,7.95,42.1,-46.9
9.07,-14.1,-26.3,-7.02,7.87,43.2,-48.4
9.07,-14.1,-26.3,-6.95,7.79,44,-49.6
9.08,-14.1,-26.3,-6.88,7.71,44.6,-50.5
9.08,-14.1,-26.3,-6.8,7.62,45,-51.2
9.08,-14.1,-26.3,-6.72,7.53,45.3,-51.6
9.08,-14.1,-26.2,-6.64,7.44,45.5,-51.8
9.08,-14.2,-26.2,-6.56,7.35,45.4,-51.7
9.08,-14.2,-26.2,-6.49,7.26,45.3,-51.5
9.09,-14.2,-26.2,-6.4,7.16,44.9,-51.1
9.09,-14.2,-26.2,-6.31,7.06,44.5,-50.4
9.09,-14.2,-26.2,-6.22,6.96,44,-49.7
9.09,-14.2,-26.2,-6.13,6.86,43.3,-48.8
9.09,-14.2,-26.1,-6.03,6.75,42.5,-47.5
9.1,-14.3,-26.1,-5.93,6.63,41.5,-46.2
9.1,-14.3,-26.1,-5.83,6.52,40.6,-44.7
9.1,-14.3,-26.1,-5.73,6.41,39.5,-43.3
9.11,-14.3,-26.1,-5.57,6.25,37.9,-40.8
9.11,-14.3,-26,-5.43,6.09,36.2,-38.3
9.11,-14.3,-26,-5.29,5.94,34.6,-35.9
9.12,-14.4,-26,-5.15,5.81,33.1,-33.6
9.12,-14.4,-26,-5.05,5.7,31.9,-31.7
9.12,-14.4,-26,-4.94,5.6,30.7,-29.9
9.13,-14.4,-25.9,-4.84,5.5,29.6,-28.1
9.13,-14.4,-25.9,-4.75,5.41,28.6,-26.5
9.13,-14.4,-25.9,-4.65,5.32,27.6,-24.8
9.14,-14.5,-25.9,-4.56,5.24,26.6,-23.3
9.14,-14.5,-25.9,-4.47,5.16,25.8,-21.8
9.14,-14.5,-25.9,-4.38,5.09,25,-20.4
9.15,-14.5,-25.8,-4.29,5.02,24.1,-18.9
9.15,-14.5,-25.8,-4.2,4.95,23.3,-17.5
9.16,-14.5,-25.8,-4.11,4.89,22.6,-16.2
9.16,-14.6,-25.8,-4.03,4.83,22,-14.9
9.16,-14.6,-25.8,-3.94,4.76,21.3,-13.5
9.17,-14.6,-25.7,-3.84,4.71,20.7,-12.1
9.17,-14.6,-25.7,-3.75,4.66,20.1,-10.9
9.18,-14.6,-25.7,-3.67,4.61,19.6,-9.67
9.18,-14.6,-25.7,-3.57,4.57,19.1,-8.36
9.19,-14.7,-25.7,-3.47,4.53,18.7,-7.11
9.19,-14.7,-25.6,-3.38,4.5,18.4,-5.93
9.2,-14.7,-25.6,-3.29,4.47,18.1,-4.79
9.2,-14.7,-25.6,-3.19,4.45,17.8,-3.59
9.21,-14.7,-25.6,-3.09,4.43,17.6,-2.44
9.21,-14.7,-25.5,-2.99,4.42,17.4,-1.32
9.22,-14.8,-25.5,-2.9,4.41,17.4,-0.243
9.22,-14.8,-25.5,-2.8,4.42,17.3,0.827
9.23,-14.8,-25.5,-2.7,4.42,17.3,1.87
9.24,-14.8,-25.4,-2.6,4.44,17.4,2.89
9.24,-14.8,-25.4,-2.51,4.46,17.5,3.89
9.25,-14.8,-25.4,-2.41,4.48,17.6,4.83
9.25,-14.8,-25.4,-2.32,4.51,17.7,5.75
9.26,-14.9,-25.3,-2.22,4.54,17.9,6.66
9.26,-14.9,-25.3,-2.12,4.58,18.2,7.55
9.27,-14.9,-25.3,-2.03,4.62,18.4,8.37
9.27,-14.9,-25.3,-1.93,4.67,18.6,9.18
9.28,-14.9,-25.2,-1.84,4.72,18.9,9.97
9.28,-14.9,-25.2,-1.74,4.77,19.2,10.7
9.29,-14.9,-25.2,-1.64,4.82,19.4,11.5
9.29,-14.9,-25.2,-1.55,4.88,19.7,12.1
9.3,-14.9,-25.1,-1.45,4.94,20,12.8
9.3,-14.9,-25.1,-1.35,5.01,20.2,13.4
9.31,-14.9,-25.1,-1.26,5.07,20.5,14
9.31,-15,-25.1,-1.16,5.14,20.7,14.5
9.32,-15,-25,-1.06,5.21,20.9,15
9.32,-15,-25,-0.957,5.28,21.1,15.4
9.33,-15,-25,-0.851,5.36,21.2,15.7
9.33,-15,-25,-0.745,5.44,21.3,16
9.34,-15,-24.9,-0.639,5.52,21.3,16.2
9.34,-15,-24.9,-0.532,5.6,21.2,16.3
9.35,-15,-24.9,-0.435,5.68,21.1,16.3
9.35,-15,-24.9,-0.339,5.75,21,16.2
9.36,-15,-24.8,-0.243,5.82,20.7,16
9.36,-15,-24.8,-0.149,5.9,20.4,15.7
9.37,-15,-24.8,-0.0569,5.97,20,15.2
9.37,-15,-24.8,0.0334,6.04,19.5,14.7
9.37,-15,-24.7,0.121,6.1,18.9,14
9.38,-15,-24.7,0.206,6.16,18.2,13.3
9.38,-15,-24.7,0.274,6.21,17.5,12.6
9.39,-15,-24.6,0.34,6.26,16.8,11.8
9.39,-15,-24.6,0.403,6.3,16.1,10.9
9.39,-15,-24.6,0.463,6.34,15.3,9.95
9.4,-15,-24.6,0.519,6.38,14.4,8.98
9.4,-15,-24.6,0.571,6.41,13.5,7.96
9.41,-15,-24.5,0.62,6.44,12.6,6.89
9.41,-15,-24.5,0.665,6.46,11.7,5.78
9.41,-15,-24.5,0.71,6.48,10.6,4.56
9.42,-15,-24.5,0.75,6.5,9.54,3.32
9.42,-15,-24.4,0.786,6.51,8.46,2.06
9.43,-15,-24.4,0.817,6.52,7.37,0.8
9.43,-15,-24.4,0.845,6.52,6.26,-0.488
9.43,-15,-24.3,0.868,6.51,5.16,-1.76
9.44,-14.9,-24.3,0.887,6.5,4.08,-3
9.44,-14.9,-24.3,0.902,6.49,3.03,-4.21
9.45,-14.9,-24.3,0.912,6.47,2.01,-5.38
9.45,-14.9,-24.2,0.918,6.44,1.04,-6.49
9.45,-14.9,-24.2,0.921,6.41,0.122,-7.54
9.46,-14.9,-24.2,0.919,6.38,-0.746,-8.54
9.46,-14.9,-24.2,0.916,6.35,-1.45,-9.34
9.47,-14.9,-24.1,0.909,6.32,-2.11,-10.1
9.47,-14.9,-24.1,0.901,6.28,-2.73,-10.8
9.47,-14.9,-24.1,0.89,6.24,-3.3,-11.4
9.48,-14.9,-24.1,0.878,6.2,-3.8,-12
9.48,-14.9,-24.1,0.864,6.16,-4.26,-12.5
9.48,-14.9,-24,0.849,6.11,-4.68,-13
9.49,-14.9,-24,0.833,6.07,-5.06,-13.4
9.49,-14.9,-24,0.815,6.02,-5.4,-13.8
9.49,-14.9,-24,0.796,5.98,-5.7,-14.1
9.5,-14.9,-24,0.776,5.93,-5.97,-14.4
9.5,-14.9,-23.9,0.755,5.88,-6.19,-14.6
9.5,-14.9,-23.9,0.733,5.83,-6.39,-14.9
9.51,-14.9,-23.9,0.71,5.77,-6.55,-15
9.51,-14.9,-23.9,0.686,5.72,-6.68,-15.2
9.51,-14.9,-23.9,0.662,5.66,-6.77,-15.3
9.52,-14.9,-23.8,0.637,5.61,-6.84,-15.3
9.52,-14.9,-23.8,0.611,5.55,-6.88,-15.4
9.53,-14.9,-23.8,0.585,5.49,-6.89,-15.4
9.53,-14.9,-23.8,0.56,5.43,-6.87,-15.4
9.53,-14.9,-23.7,0.532,5.37,-6.83,-15.3
9.54,-14.9,-23.7,0.504,5.31,-6.76,-15.2
9.54,-14.9,-23.7,0.477,5.25,-6.67,-15.1
9.55,-14.9,-23.7,0.45,5.19,-6.56,-15
9.55,-14.9,-23.7,0.421,5.12,-6.42,-14.8
9.55,-14.9,-23.6,0.392,5.05,-6.26,-14.7
9.56,-14.9,-23.6,0.364,4.99,-6.08,-14.5
9.56,-14.9,-23.6,0.337,4.92,-5.89,-14.3
9.57,-14.9,-23.6,0.307,4.85,-5.66,-14
9.57,-14.9,-23.5,0.278,4.78,-5.41,-13.7
9.58,-14.9,-23.5,0.25,4.71,-5.16,-13.5
9.58,-14.9,-23.5,0.224,4.64,-4.89,-13.2
9.59,-14.9,-23.5,0.192,4.55,-4.54,-12.8
9.6,-14.9,-23.4,0.162,4.46,-4.19,-12.5
9.6,-14.9,-23.4,0.134,4.38,-3.83,-12.1
9.61,-14.9,-23.4,0.109,4.29,-3.47,-11.7
9.62,-14.9,-23.3,0.0837,4.2,-3.07,-11.4
9.63,-14.8,-23.3,0.0613,4.12,-2.68,-11
9.63,-14.8,-23.3,0.042,4.03,-2.3,-10.6
9.64,-14.8,-23.2,0.0257,3.95,-1.92,-10.3
9.65,-14.8,-23.2,0.0136,3.88,-1.6,-10
9.66,-14.8,-23.2,0.00379,3.82,-1.29,-9.72
9.66,-14.8,-23.2,-0.00395,3.75,-0.982,-9.46
9.67,-14.8,-23.1,-0.00963,3.69,-0.684,-9.21
9.68,-14.8,-23.1,-0.0134,3.62,-0.389,-8.98
9.68,-14.8,-23.1,-0.0151,3.56,-0.101,-8.75
9.69,-14.8,-23.1,-0.0148,3.5,0.179,-8.54
9.7,-14.8,-23,-0.0126,3.44,0.451,-8.33
9.7,-14.8,-23,-0.00827,3.38,0.728,-8.14
9.71,-14.8,-23,-0.00195,3.32,0.998,-7.95
9.72,-14.8,-23,0.00632,3.27,1.26,-7.77
9.73,-14.8,-22.9,0.0165,3.21,1.52,-7.61
9.73,-14.8,-22.9,0.0292,3.15,1.78,-7.45
9.74,-14.8,-22.9,0.044,3.1,2.03,-7.29
9.75,-14.8,-22.9,0.0607,3.04,2.28,-7.15
9.76,-14.8,-22.8,0.0793,2.98,2.52,-7.02
9.77,-14.8,-22.8,0.101,2.93,2.77,-6.89
9.77,-14.8,-22.8,0.125,2.87,3.01,-6.76
9.78,-14.8,-22.8,0.15,2.82,3.24,-6.64
9.79,-14.8,-22.8,0.178,2.76,3.47,-6.53
9.8,-14.8,-22.7,0.208,2.71,3.7,-6.42
9.81,-14.8,-22.7,0.241,2.65,3.92,-6.31
9.82,-14.8,-22.7,0.275,2.6,4.14,-6.21
9.82,-14.8,-22.7,0.311,2.55,4.35,-6.11
9.83,-14.8,-22.6,0.35,2.49,4.56,-6.01
9.84,-14.8,-22.6,0.391,2.44,4.76,-5.9
9.85,-14.8,-22.6,0.433,2.39,4.96,-5.8
9.86,-14.8,-22.6,0.477,2.34,5.15,-5.69
9.87,-14.8,-22.6,0.524,2.29,5.34,-5.58
9.88,-14.8,-22.5,0.572,2.24,5.52,-5.47
9.89,-14.8,-22.5,0.621,2.2,5.69,-5.35
9.89,-14.8,-22.5,0.672,2.15,5.85,-5.22
9.9,-14.8,-22.5,0.725,2.1,6.01,-5.09
9.91,-14.8,-22.5,0.78,2.06,6.17,-4.94
9.92,-14.8,-22.4,0.835,2.01,6.31,-4.79
9.93,-14.8,-22.4,0.892,1.97,6.45,-4.63
9.94,-14.8,-22.4,0.952,1.93,6.59,-4.45
9.95,-14.8,-22.4,1.01,1.89,6.71,-4.26
9.96,-14.7,-22.4,1.08,1.85,6.83,-4.06
9.97,-14.7,-22.4,1.14,1.82,6.94,-3.84
9.98,-14.7,-22.3,1.2,1.79,7.04,-3.64
9.98,-14.7,-22.3,1.25,1.76,7.12,-3.42
9.99,-14.7,-22.3,1.31,1.73,7.2,-3.19
10,-14.7,-22.3,1.37,1.7,7.28,-2.95
